task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
28	b8/11e171	38940	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_TKO_REP1_T1)	COMPLETED	0	2023-06-15 23:04:42.271	12m 22s	12m 21s	100.3%	985.8 MB	4.2 GB	10.6 GB	1.8 MB
6	ac/73c5b4	4193337	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1)	COMPLETED	0	2023-06-15 22:54:18.499	28m 21s	28m 21s	402.8%	3.1 GB	3.8 GB	168.5 GB	158 GB
19	8c/a1ed6a	55214	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (FOXA1_IP_VEH_REP2_T1)	COMPLETED	0	2023-06-15 23:22:39.991	1m 54s	1m 54s	384.0%	2.3 GB	3 GB	10.6 GB	9.8 GB
21	c9/12ea3f	61559	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:24:34.358	2m 46s	2m 46s	386.4%	2.7 GB	3.4 GB	16.2 GB	15.2 GB
34	b3/42c680	70069	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_VEH_REP2_T1)	COMPLETED	0	2023-06-15 23:27:20.381	3m 8s	3m 7s	384.7%	2.7 GB	3.4 GB	18.3 GB	17.1 GB
33	3d/e706e8	79407	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:30:27.915	3m 21s	3m 20s	385.8%	2.7 GB	3.4 GB	19.6 GB	18.4 GB
40	bf/2c4ae3	89146	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:33:48.580	7m 54s	7m 53s	1153.3%	11.1 GB	12.9 GB	11.9 GB	7.3 GB
49	5c/c24ac1	99782	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:41:42.980	32.3s	31s	492.8%	5.5 GB	6.7 GB	2.6 GB	2 GB
50	e2/3b37df	102344	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:42:16.237	8.6s	8s	160.2%	21.1 MB	220.7 MB	1 GB	3.8 MB
53	57/a6b6b6	103157	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:42:25.819	810ms	0ms	101.1%	3.1 MB	5.4 MB	3.9 MB	5.5 KB
